"id","studyID","pubMedID","author","studyScore","ethnicity","cohort","title","lastUpdated"
"1878","GCST008659","26423011","Wain LV 2015","363","European",14656,"Novel insights into the genetics of smoking behaviour, lung function, and chronic obstructive pulmonary disease (UK BiLEVE): a genetic association study in UK Biobank.","2020-05-10"
"1879","GCST008660","26423011","Wain LV 2015","363","European",14731,"Novel insights into the genetics of smoking behaviour, lung function, and chronic obstructive pulmonary disease (UK BiLEVE): a genetic association study in UK Biobank.","2020-05-08"
"1880","GCST008661","26423011","Wain LV 2015","363","European",14711,"Novel insights into the genetics of smoking behaviour, lung function, and chronic obstructive pulmonary disease (UK BiLEVE): a genetic association study in UK Biobank.","2020-05-10"
"1881","GCST008662","26423011","Wain LV 2015","363","European",14649,"Novel insights into the genetics of smoking behaviour, lung function, and chronic obstructive pulmonary disease (UK BiLEVE): a genetic association study in UK Biobank.","2020-05-10"
"1882","GCST008663","26423011","Wain LV 2015","363","European",19574,"Novel insights into the genetics of smoking behaviour, lung function, and chronic obstructive pulmonary disease (UK BiLEVE): a genetic association study in UK Biobank.","2020-05-10"
"1883","GCST008667","26423011","Wain LV 2015","363","European",48931,"Novel insights into the genetics of smoking behaviour, lung function, and chronic obstructive pulmonary disease (UK BiLEVE): a genetic association study in UK Biobank.","2020-05-08"
"1884","GCST008668","31482010","Liu C 2019","1","African unspecified|African American or Afro-Caribbean",360,"Genome-wide association study for proliferative diabetic retinopathy in Africans.","2020-05-10"
"1885","GCST008708","31417607","Gazal S 2019","0.5","Other admixed ancestry",312,"The Genetic Architecture of Chronic Mountain Sickness in Peru.","2020-05-10"
"1886","GCST008726","31407831","Din L 2019","3.95","European",14732,"Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.","2020-05-10"
"1887","GCST008727","31407831","Din L 2019","3.95","European",32855,"Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.","2020-05-10"
"1888","GCST008728","31407831","Din L 2019","3.95","European",34264,"Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.","2020-05-10"
"1889","GCST008729","31407831","Din L 2019","3.95","European",29942,"Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.","2020-05-10"
"1890","GCST008730","26278503","Huang C 2015","5.6","African American or Afro-Caribbean",2885,"Characterization of genetic loci that affect susceptibility to inflammatory bowel diseases in African Americans.","2020-05-08"
"1891","GCST008731","26278503","Huang C 2015","5.6","African American or Afro-Caribbean",3308,"Characterization of genetic loci that affect susceptibility to inflammatory bowel diseases in African Americans.","2020-05-08"
"1892","GCST008732","26278503","Huang C 2015","5.6","African American or Afro-Caribbean",2158,"Characterization of genetic loci that affect susceptibility to inflammatory bowel diseases in African Americans.","2020-05-08"
"1893","GCST008738","30098192","Shaaban S 2018","39.202","European",1303,"Genome-Wide Association Study Identifies a Susceptibility Locus for Comitant Esotropia and Suggests a Parent-of-Origin Effect.","2020-05-08"
"1894","GCST008739","30098192","Shaaban S 2018","39.202","European",2311,"Genome-Wide Association Study Identifies a Susceptibility Locus for Comitant Esotropia and Suggests a Parent-of-Origin Effect.","2020-05-10"
"1895","GCST008740","30098192","Shaaban S 2018","39.202","European",2923,"Genome-Wide Association Study Identifies a Susceptibility Locus for Comitant Esotropia and Suggests a Parent-of-Origin Effect.","2020-05-08"
"1896","GCST008741","30098192","Shaaban S 2018","39.202","European",5954,"Genome-Wide Association Study Identifies a Susceptibility Locus for Comitant Esotropia and Suggests a Parent-of-Origin Effect.","2020-05-08"
"1897","GCST008752","31477735","Liu X 2019","75.55","European",74332,"Variants in the fetal genome near pro-inflammatory cytokine genes on 2q13 associate with gestational duration.","2020-05-10"
"1898","GCST008753","31477735","Liu X 2019","75.55","European",62259,"Variants in the fetal genome near pro-inflammatory cytokine genes on 2q13 associate with gestational duration.","2020-05-10"
"1899","GCST008772","31476763","Otsuka I 2019","1.5","East Asian",14795,"Genome-wide association studies identify polygenic effects for completed suicide in the Japanese population.","2020-05-10"
"1900","GCST008788","31417091","Kou I 2019","9.608","East Asian",38683,"Genome-wide association study identifies 14 previously unreported susceptibility loci for adolescent idiopathic scoliosis in Japanese.","2020-05-10"
"1901","GCST008789","31417091","Kou I 2019","9.608","East Asian",79211,"Genome-wide association study identifies 14 previously unreported susceptibility loci for adolescent idiopathic scoliosis in Japanese.","2020-05-10"
"1902","GCST008791","31511532","Teumer A 2019","29.8","European|South Asian|East Asian|African American or Afro-Caribbean|Hispanic or Latin American",348954,"Genome-wide association meta-analyses and fine-mapping elucidate pathways influencing albuminuria.","2020-05-10"
"1903","GCST008819","31504236","Wiberg A 2019","739.88","European",394889,"Handedness, language areas and neuropsychiatric diseases: insights from brain imaging and genetics.","2020-05-10"
"1904","GCST008832","31527586","An J 2019",NA,"European",385276,"Gastroesophageal reflux GWAS identifies risk loci that also associate with subsequent severe esophageal diseases.","2020-05-10"
"1905","GCST008833","31118516","Flannick J 2019","265.25","African American or Afro-Caribbean|East Asian|European|Hispanic or Latin American|South Asian",35912,"Exome sequencing of 20,791 cases of type 2 diabetes and 24,440 controls.","2020-05-10"
"1906","GCST008834","31326317","Dai J 2019","8.1","East Asian|European",54475,"Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.","2020-05-10"
"1907","GCST008835","31326317","Dai J 2019","8.1","East Asian|European",35705,"Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.","2020-05-10"
"1908","GCST008836","31326317","Dai J 2019","8.1","East Asian|European",42936,"Identification of risk loci and a polygenic risk score for lung cancer: a large-scale prospective cohort study in Chinese populations.","2020-05-10"
"1909","GCST008838","27130862","Sarnowski C 2016","11.25","European",13886,"Identification of a new locus at 16q12 associated with time to asthma onset.","2020-05-10"
"1910","GCST008860","31562322","Takata R 2019","10.258","East Asian",93849,"12 new susceptibility loci for prostate cancer identified by genome-wide association study in Japanese population.","2020-05-10"
"1911","GCST008870","31174203","Liyanage UE 2019","47.78","European",358840,"Combined analysis of keratinocyte cancers identifies novel genome-wide loci.","2020-05-10"
"1912","GCST008871","31174203","Liyanage UE 2019","47.78","European",651138,"Combined analysis of keratinocyte cancers identifies novel genome-wide loci.","2020-05-10"
"1913","GCST008872","31174203","Liyanage UE 2019","47.78","European",635331,"Combined analysis of keratinocyte cancers identifies novel genome-wide loci.","2020-05-10"
"1914","GCST008876","31430377","Chung J 2019","20.65","European",2716,"Genome-wide association study of cerebral small vessel disease reveals established and novel loci.","2020-05-10"
"1915","GCST008895","31553412","Legge SE 2019","156.03","European",127502,"Association of Genetic Liability to Psychotic Experiences With Neuropsychotic Disorders and Traits.","2020-05-10"
"1916","GCST008896","31553412","Legge SE 2019","156.03","European",123522,"Association of Genetic Liability to Psychotic Experiences With Neuropsychotic Disorders and Traits.","2020-05-10"
"1917","GCST008913","31135556","Wyles CC 2019","5.2","African American or Afro-Caribbean|Asian unspecified|European",4729,"CORR® ORS Richard A. Brand Award: Disruption in Peroxisome Proliferator-Activated Receptor-<U+03B3> (PPARG) Increases Osteonecrosis Risk Through Genetic Variance and Pharmacologic Modulation.","2020-05-10"
"1918","GCST008916","31619474","Zhu Z 2019","4.35","European",536769,"Shared Genetics of Asthma and Mental Health Disorders: A Large-Scale Genome-Wide Cross-Trait Analysis.","2020-05-10"
"1919","GCST008991","31600170","Teumer A 2019","13.7","European",39456,"KCND3 potassium channel gene variant confers susceptibility to electrocardiographic early repolarization pattern.","2020-05-10"
"1920","GCST009002","31615970","Rodas G 2019","2.75","European|African American or Afro-Caribbean|Hispanic or Latin American|Asian unspecified",364,"Genomic Prediction of Tendinopathy Risk in Elite Team Sports.","2020-05-08"
"1921","GCST009006","27894865","Gago-Díaz M 2016","3.75","European",3437,"The genetic component of bicuspid aortic valve and aortic dilation. An exome-wide association study.","2020-05-10"
"1922","GCST009007","31469419","Manichaikul A 2019","3.95","African unspecified",1772,"Identification of novel epithelial ovarian cancer loci in Women of African Ancestry.","2020-05-08"
"1923","GCST009008","31469419","Manichaikul A 2019","3.95","African unspecified",1990,"Identification of novel epithelial ovarian cancer loci in Women of African Ancestry.","2020-05-10"
"1924","GCST009020","31473137","Moreno-Grau S 2019","43","European",7409,"Genome-wide association analysis of dementia and its clinical endophenotypes reveal novel loci associated with Alzheimer's disease and three causality networks: The GR@ACE project.","2020-05-09"
"1925","GCST009022","31473137","Moreno-Grau S 2019","43","European",7086,"Genome-wide association analysis of dementia and its clinical endophenotypes reveal novel loci associated with Alzheimer's disease and three causality networks: The GR@ACE project.","2020-05-09"
"1926","GCST009023","31473137","Moreno-Grau S 2019","43","European",5900,"Genome-wide association analysis of dementia and its clinical endophenotypes reveal novel loci associated with Alzheimer's disease and three causality networks: The GR@ACE project.","2020-05-09"
"1927","GCST009024","31473137","Moreno-Grau S 2019","43","European",5143,"Genome-wide association analysis of dementia and its clinical endophenotypes reveal novel loci associated with Alzheimer's disease and three causality networks: The GR@ACE project.","2020-05-09"
"1928","GCST009025","31473137","Moreno-Grau S 2019","43","",4457,"Genome-wide association analysis of dementia and its clinical endophenotypes reveal novel loci associated with Alzheimer's disease and three causality networks: The GR@ACE project.","2020-05-09"
"1929","GCST009026","31473137","Moreno-Grau S 2019","43","European",3662,"Genome-wide association analysis of dementia and its clinical endophenotypes reveal novel loci associated with Alzheimer's disease and three causality networks: The GR@ACE project.","2020-05-09"
"1930","GCST009028","30420678","Tasa T 2018","29.65","European",16226,"Genetic variation in the Estonian population: pharmacogenomics study of adverse drug effects using electronic health records.","2020-05-10"
"1931","GCST009030","31420334","Lindstrom S 2019","11.25","European|African American or Afro-Caribbean",202356,"Genomic and Transcriptomic Association Studies Identify 16 Novel Susceptibility Loci for Venous Thromboembolism.","2020-05-10"
"1932","GCST009071","31626034","Thomsen H 2019",NA,"European",5789,"Genome-wide study on uveal melanoma patients finds association to DNA repair gene TDP1.","2020-05-10"
"1933","GCST009072","31626034","Thomsen H 2019",NA,"European",595,"Genome-wide study on uveal melanoma patients finds association to DNA repair gene TDP1.","2020-05-09"
"1934","GCST009073","31626034","Thomsen H 2019",NA,"European",5454,"Genome-wide study on uveal melanoma patients finds association to DNA repair gene TDP1.","2020-05-09"
"1935","GCST009074","31626034","Thomsen H 2019",NA,"European",5529,"Genome-wide study on uveal melanoma patients finds association to DNA repair gene TDP1.","2020-05-08"
"1936","GCST009075","31626034","Thomsen H 2019",NA,"European",571,"Genome-wide study on uveal melanoma patients finds association to DNA repair gene TDP1.","2020-05-10"
