studyID	pubMedID	trait	reportedTrait	citation	altmetricScore	ethnicity	initialSampleSize	replicationSampleSize	title	lastUpdated
GCST000070	17804836	Rheumatoid Arthritis	Rheumatoid Arthritis	Plenge et al. 2007	13	European	3372	2911	TRAF1-C5 as a risk locus for rheumatoid arthritis--a genomewide study.	2021-06-24
GCST000122	17982456	Rheumatoid Arthritis	Rheumatoid Arthritis	Plenge et al. 2007	NA	European	1608	5541	Two independent alleles at 6q23 associated with risk of rheumatoid arthritis.	2021-06-24
GCST000232	18794853	Rheumatoid Arthritis	Rheumatoid Arthritis	Raychaudhuri et al. 2008	15	European	15853	9736	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	2021-06-28
GCST004172	28118524	Rheumatoid Arthritis	Rheumatoid Arthritis	Saxena et al. 2017	6.85	Greater Middle Eastern (Middle Eastern North African or Persian)	863	504	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	2021-06-24
GCST004174	28118524	Rheumatoid Arthritis	Rheumatoid Arthritis (Rheumatoid Factor And/Or Anti-Cyclic Citrullinated Peptide Seropositive)	Saxena et al. 2017	6.85	Greater Middle Eastern (Middle Eastern North African or Persian)	709	459	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	2021-06-28
GCST002375	24583629	Rheumatoid Arthritis	Response To Methotrexate In Rheumatoid Arthritis	Senapati et al. 2014	0.5	South Asian	438	NA	Genome-wide analysis of methotrexate pharmacogenomics in rheumatoid arthritis shows multiple novel risk variants and leads for TYMS regulation.	2021-06-24
GCST000679	20453842	Rheumatoid Arthritis	Rheumatoid Arthritis	Stahl et al. 2010	22	European	25708	15574	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	2021-06-24
GCST001042	21505073	Rheumatoid Arthritis	Rheumatoid Arthritis	Terao et al. 2011	NA	East Asian	2733	9171	The human AIRE gene at chromosome 21q22 is a genetic determinant for the predisposition to rheumatoid arthritis in Japanese population.	2021-06-24
GCST000040	17554300	Rheumatoid Arthritis	Rheumatoid Arthritis	Wellcome et al. 2007	148.5	European	4798	NA	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	2021-06-24
GCST004174	28118524	Rheumatoid Factor Seropositivity Measurement	Rheumatoid Arthritis (Rheumatoid Factor And/Or Anti-Cyclic Citrullinated Peptide Seropositive)	Saxena et al. 2017	6.85	Greater Middle Eastern (Middle Eastern North African or Persian)	709	459	A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.	2021-06-28
GCST006810	30271922	Risk-Taking Behaviour	Self-Reported Risk-Taking Behaviour	Clifton et al. 2018	56.25	European	436236	NA	Genome-wide association study for risk taking propensity indicates shared pathways with body mass index.	2021-06-28
GCST011377	33482370	Rotator Cuff Tear	Shoulder Impingement Or Rotator Cuff Tear	Kim et al. 2021	NA	European	624133	NA	A Genome Wide Association Study For Shoulder Impingement and Rotator Cuff Disease.	2021-06-28
GCST011374	29228018	Rotator Cuff Tear	Rotator Cuff Injury	Roos et al. 2017	6.65	European|Hispanic or Latin American|East Asian|African American or Afro-Caribbean|South Asian	102979	NA	Genome-wide association study identifies a locus associated with rotator cuff injury.	2021-06-25
GCST002913	25985088	Salivary Gland Lesion	Lachrymal/Salivary Gland Lesion In Type 1 Autoimmune Pancreatitis	Oguchi et al. 2015	0.25	East Asian	103	NA	Investigation of susceptibility genes triggering lachrymal/salivary gland lesion complications in Japanese patients with type 1 autoimmune pancreatitis.	2021-06-24
GCST005538	26051272	Sarcoidosis	Sarcoidosis	Fischer et al. 2015	4.45	European|African American or Afro-Caribbean	7208	9507	Identification of Immune-Relevant Factors Conferring Sarcoidosis Genetic Risk.	2021-06-24
GCST000212	18723019	Sarcoidosis	Crohn's Disease And Sarcoidosis (Combined)	Franke et al. 2008	NA	European	1174	2408	Genome-wide association analysis in sarcoidosis and Crohn's disease unravels a common susceptibility locus on 10p12.2.	2021-06-24
GCST011437	32826979	Sarcoidosis	Sarcoidosis	Meguro et al. 2020	18.25	East Asian|European	1532	2457	Genetic control of CCL24, POR, and IL23R contributes to the pathogenesis of sarcoidosis.	2021-06-25
GCST005540	26651848	Sarcoidosis	Sarcoidosis (Lofgren's Syndrome)	Rivera et al. 2016	3.25	European	2370	5152	High-Density Genetic Mapping Identifies New Susceptibility Variants in Sarcoidosis Phenotypes and Shows Genomic-driven Phenotypic Differences.	2021-06-24
GCST005541	26651848	Sarcoidosis	Sarcoidosis (Lofgren's Syndrome Vs Non-Lofgren's Syndrome)	Rivera et al. 2016	3.25	European	1048	477	High-Density Genetic Mapping Identifies New Susceptibility Variants in Sarcoidosis Phenotypes and Shows Genomic-driven Phenotypic Differences.	2021-06-24
GCST005542	26651848	Sarcoidosis	Sarcoidosis (Non-Lofgren's Syndrome Without Extrapulmonary Manifestations)	Rivera et al. 2016	3.25	European	2537	NA	High-Density Genetic Mapping Identifies New Susceptibility Variants in Sarcoidosis Phenotypes and Shows Genomic-driven Phenotypic Differences.	2021-06-24
GCST005543	26651848	Sarcoidosis	Sarcoidosis (Non-Lofgren's Syndrome)	Rivera et al. 2016	3.25	European|African American or Afro-Caribbean	2593	7321	High-Density Genetic Mapping Identifies New Susceptibility Variants in Sarcoidosis Phenotypes and Shows Genomic-driven Phenotypic Differences.	2021-06-24
GCST002854	25888059	Sasang Constitutional Medicine Type	Sasang Constitutional Medicine Type (So-Eum)	Cha et al. 2015	0.25	East Asian	3810	1680	The obesity-risk variant of FTO is inversely related with the So-Eum constitutional type: genome-wide association and replication analyses.	2021-06-24
GCST008117	31043756	Schizoaffective Disorder-Bipolar Type	Schizoaffective Disorder-Bipolar Type	Stahl et al. 2019	316.506	European	32335	NA	Genome-wide association study identifies 30 loci associated with bipolar disorder.	2021-06-25
GCST001851	23894747	Schizophrenia	Schizophrenia	Aberg et al. 2013	3	European|African American or Afro-Caribbean|Asian unspecified	21953	6298	A comprehensive family-based replication study of schizophrenia genes.	2021-06-24
GCST004521	28540026	Schizophrenia	Autism Spectrum Disorder Or Schizophrenia	Anney et al. 2017	28.23	European	17968	NA	Meta-analysis of GWAS of over 16,000 individuals with autism spectrum disorder highlights a novel locus at 10q24.32 and a significant overlap with schizophrenia.	2021-06-28
GCST000607	20185149	Schizophrenia	Schizophrenia	Athanasiu et al. 2010	4	European	506	16443	Gene variants associated with schizophrenia in a Norwegian genome-wide study are replicated in a large European cohort.	2021-06-24
GCST001567	22688191	Schizophrenia	Bipolar Disorder And Schizophrenia	Bergen et al. 2012	9.85	European	5482	NA	Genome-wide association study in a Swedish population yields support for greater CNV and MHC involvement in schizophrenia compared with bipolar disorder.	2021-06-24
GCST001733	23142968	Schizophrenia	Schizophrenia	Betcheva et al. 2012	NA	European	564	427	Whole-genome-wide association study in the Bulgarian population reveals HHAT as schizophrenia susceptibility gene.	2021-06-24
GCST011768	33169155	Schizophrenia	Schizophrenia	Bigdeli et al. 2020	NA	Hispanic or Latin American|European|African American or Afro-Caribbean|East Asian	207659	NA	Genome-Wide Association Studies of Schizophrenia and Bipolar Disorder in a Diverse Cohort of US Veterans.	2021-06-25
GCST011769	33169155	Schizophrenia	Schizophrenia	Bigdeli et al. 2020	NA	Hispanic or Latin American|European|African American or Afro-Caribbean	177741	NA	Genome-Wide Association Studies of Schizophrenia and Bipolar Disorder in a Diverse Cohort of US Veterans.	2021-06-25
GCST001833	23358160	Schizophrenia	Schizophrenia (Cytomegalovirus Infection Interaction)	Børglum et al. 2013	14.75	European	1770	8025	Genome-wide study of association and interaction with maternal cytomegalovirus infection suggests new schizophrenia loci.	2021-06-24
GCST001839	23358160	Schizophrenia	Schizophrenia	Børglum et al. 2013	14.75	European	1770	8025	Genome-wide study of association and interaction with maternal cytomegalovirus infection suggests new schizophrenia loci.	2021-06-24
GCST003048	26198764	Schizophrenia	Schizophrenia	Goes et al. 2015	10.95	Other	151161	NA	Genome-wide association study of schizophrenia in Ashkenazi Jews.	2021-06-24
GCST003050	26198764	Schizophrenia	Schizophrenia	Goes et al. 2015	10.95	Other	4058	NA	Genome-wide association study of schizophrenia in Ashkenazi Jews.	2021-06-24
GCST007219	30470734	Schizophrenia	Schizophrenia	Hackinger et al. 2018	4.5	European	2049	NA	Evidence for genetic contribution to the increased risk of type 2 diabetes in schizophrenia.	2021-06-24
GCST007220	30470734	Schizophrenia	Schizophrenia And Type 2 Diabetes	Hackinger et al. 2018	4.5	European	1630	NA	Evidence for genetic contribution to the increased risk of type 2 diabetes in schizophrenia.	2021-06-24
GCST007223	30470734	Schizophrenia	Schizophrenia Vs Type 2 Diabetes	Hackinger et al. 2018	4.5	European	1748	NA	Evidence for genetic contribution to the increased risk of type 2 diabetes in schizophrenia.	2021-06-24
GCST001972	23594818	Schizophrenia	Methamphetamine Dependence	Ikeda et al. 2013	3	East Asian	1100	NA	Evidence for shared genetic risk between methamphetamine-induced psychosis and schizophrenia.	2021-06-24
GCST007201	30285260	Schizophrenia	Schizophrenia	Ikeda et al. 2018	0.75	East Asian|European	122624	NA	Genome-Wide Association Study Detected Novel Susceptibility Genes for Schizophrenia and Shared Trans-Populations/Diseases Genetic Effect.	2021-06-28
GCST007205	30285260	Schizophrenia	Schizophrenia	Ikeda et al. 2018	0.75	East Asian	9348	58541	Genome-Wide Association Study Detected Novel Susceptibility Genes for Schizophrenia and Shared Trans-Populations/Diseases Genetic Effect.	2021-06-24
GCST001631	22883433	Schizophrenia	Schizophrenia	Irish et al. 2012	13	European	3400	44216	Genome-wide association study implicates HLA-C*01:02 as a risk factor at the major histocompatibility complex locus in schizophrenia.	2021-06-24
GCST002277	24253340	Schizophrenia	Schizophrenia	Lencz et al. 2013	73.55	European|African American or Afro-Caribbean|East Asian	2544	9948	Genome-wide association study implicates NDST3 in schizophrenia and bipolar disorder.	2021-06-24
GCST004946	28991256	Schizophrenia	Schizophrenia	Li et al. 2017	34.7	East Asian|European	108341	10154	Genome-wide association analysis identifies 30 new susceptibility loci for schizophrenia.	2021-06-24
GCST009603	31735061	Schizophrenia	Schizophrenia	Liu et al. 2019	1.25	European	684	NA	Wnt receptor gene FZD1 was associated with schizophrenia in genome-wide SNP analysis of the Australian Schizophrenia Research Bank cohort.	2021-06-25
GCST000215	18677311	Schizophrenia	Schizophrenia	O'Donovan et al. 2008	21	European|East Asian	3416	16563	Identification of loci associated with schizophrenia by genome-wide association and follow-up.	2021-06-24
GCST008459	31268507	Schizophrenia	Schizophrenia	Periyasamy et al. 2019	222.546	European|South Asian	153561	NA	Association of Schizophrenia Risk With Disordered Niacin Metabolism in an Indian Genome-wide Association Study.	2021-06-24
GCST000434	19571811	Schizophrenia	Schizophrenia	Purcell et al. 2009	169.978	European	6909	20185	Common polygenic variation contributes to risk of schizophrenia and bipolar disorder.	2021-06-28
GCST001242	21926974	Schizophrenia	Schizophrenia	Ripke et al. 2011	79.272	European	21856	29839	Genome-wide association study identifies five new schizophrenia loci.	2021-06-24
GCST002149	23974872	Schizophrenia	Schizophrenia	Ripke et al. 2013	379.644	European	32143	27756	Genome-wide association analysis identifies 13 new risk loci for schizophrenia.	2021-06-24
GCST002539	25056061	Schizophrenia	Schizophrenia	Ripke et al. 2014	1081.214	European|East Asian	83550	67749	Biological insights from 108 schizophrenia-associated genetic loci.	2021-06-24
GCST000433	19571809	Schizophrenia	Schizophrenia	Shi et al. 2009	48.842	European|African American or Afro-Caribbean	7593	21751	Common variants on chromosome 6p22.1 are associated with schizophrenia.	2021-06-24
GCST000155	18282107	Schizophrenia	Schizophrenia	Shifman et al. 2008	3	Other|European|East Asian	2931	10823	Genome-wide association identifies a common variant in the reelin gene that increases the risk of schizophrenia only in women.	2021-06-24
GCST001877	23453885	Schizophrenia	Autism Spectrum Disorder, Attention Deficit-Hyperactivity Disorder, Bipolar Disorder, Major Depressive Disorder, And Schizophrenia (Combined)	Smoller et al. 2013	662.69	European	61220	NA	Identification of risk loci with shared effects on five major psychiatric disorders: a genome-wide analysis.	2021-06-24
GCST000435	19571808	Schizophrenia	Schizophrenia	Stefansson et al. 2009	88.226	European	16161	31375	Common variants conferring risk of schizophrenia.	2021-06-24
GCST001836	23382809	Schizophrenia	Schizophrenia (Negative Symptoms)	Xu et al. 2013	NA	European	4500	NA	BCL9 and C9orf5 are associated with negative symptoms in schizophrenia: meta-analysis of two genome-wide association studies.	2021-06-24
GCST001615	22821403	Sclerosing Cholangitis	Sclerosing Cholangitis And Ulcerative Colitis (Combined)	Ellinghaus et al. 2012	7.5	European	4344	17115	Genome-wide association analysis in primary sclerosing cholangitis and ulcerative colitis identifies risk loci at GPR35 and TCF4.	2021-06-24
GCST004030	27992413	Sclerosing Cholangitis	Primary Sclerosing Cholangitis	Ji et al. 2016	116.15	European	14890	9861	Genome-wide association study of primary sclerosing cholangitis identifies new risk loci and quantifies the genetic relationship with inflammatory bowel disease.	2021-06-24
GCST006670	23603763	Sclerosing Cholangitis	Primary Sclerosing Cholangitis	Liu et al. 2013	38.55	European	28868	NA	Dense genotyping of immune-related disease regions identifies nine new risk loci for primary sclerosing cholangitis.	2021-06-24
GCST000938	21216876	Scoliosis	Adolescent Idiopathic Scoliosis	Sharma et al. 2011	0.5	European|Hispanic or Latin American|Oceanian|African unspecified|Other	1531	3491	Genome-wide association studies of adolescent idiopathic scoliosis suggest candidate susceptibility genes.	2021-06-24
GCST002322	24388013	Seasonal Allergic Rhinitis	Asthma And Hay Fever	Ferreira et al. 2013	63.606	European	20776	3333	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	2021-06-24
GCST001303	22036096	Seasonal Allergic Rhinitis	Ige Grass Sensitization	Ramasamy et al. 2011	15.516	European	12347	NA	A genome-wide meta-analysis of genetic variants associated with allergic rhinitis and grass sensitization and their interaction with birth order.	2021-06-24
