"studyID","pubMedID","trait","citation","studyScore","ethnicity","cohort","title","lastUpdated"
"GCST000462","19680635","response to antipsychotic drug","Alkelai A 2009",NA,"European|African American or Afro-Caribbean|Other",397,"Genome-wide association study of antipsychotic-induced parkinsonism severity among schizophrenia patients.","2020-05-07"
"GCST008386","31066027","response to carbamazepine","Nicoletti P 2019",NA,"European",10744,"Shared genetic risk factors across carbamazepine-induced hypersensitivity reactions.","2020-05-10"
"GCST007796","30952644","response to cisplatin","El Charif O 2019","4.95","European",762,"Clinical and Genome-Wide Analysis of Cisplatin-Induced Tinnitus Implicates Novel Ototoxic Mechanisms.","2020-05-10"
"GCST004072","28100913","response to cold medicine","Ueta M 2017","0.5","East Asian",1159,"Genome-wide association study using the ethnicity-specific Japonica array: identification of new susceptibility loci for cold medicine-related Stevens-Johnson syndrome with severe ocular complications.","2020-05-08"
"GCST006055","24847101","response to long-chain n-3 PUFA dietary supplementation","Rudkowska I 2014","4.45","",141,"Genome-wide association study of the plasma triglyceride response to an n-3 polyunsaturated fatty acid supplementation.","2020-05-09"
"GCST000927","21186350","response to metformin","Zhou K 2010","2","European",3920,"Common variants near ATM are associated with glycemic response to metformin in type 2 diabetes.","2020-05-07"
"GCST002375","24583629","response to methotrexate","Senapati S 2014","0.5","South Asian",438,"Genome-wide analysis of methotrexate pharmacogenomics in rheumatoid arthritis shows multiple novel risk variants and leads for TYMS regulation.","2020-05-08"
"GCST006277","30054556","response to ranibizumab","Akiyama M 2018","0.25","East Asian",919,"Genome-wide association study suggests four variants influencing outcomes with ranibizumab therapy in exudative age-related macular degeneration.","2020-05-09"
"GCST001186","21810746","response to reverse transcriptase inhibitor","Chantarangsu S 2011",NA,"South East Asian",382,"Genome-wide association study identifies variations in 6p21.3 associated with nevirapine-induced rash.","2020-05-09"
"GCST000213","18650507","response to statin","Link E 2008","56.286","European",16839,"SLCO1B1 variants and statin-induced myopathy--a genomewide study.","2020-05-09"
"GCST001002","21386754","response to statin","Marciante KD 2011",NA,"European",917,"Cerivastatin, genetic variants, and the risk of rhabdomyolysis.","2020-05-07"
"GCST002297","24282030","response to vaccine","Pan L 2013","0.75","East Asian",1941,"A genome-wide association study identifies polymorphisms in the HLA-DR region associated with non-response to hepatitis B vaccination in Chinese Han populations.","2020-05-08"
"GCST000056","17637780","restless legs syndrome","Winkelmann J 2007","21.496","European",4384,"Genome-wide association study of restless legs syndrome identifies common variants in three genomic regions.","2020-05-07"
"GCST000058","17634447","restless legs syndrome","Stefansson H 2007","19.25","European",18176,"A genetic risk factor for periodic limb movements in sleep.","2020-05-07"
"GCST000214","18660810","restless legs syndrome","Schormair B 2008","15.35","European",7218,"PTPRD (protein tyrosine phosphatase receptor type delta) is associated with restless legs syndrome.","2020-05-07"
"GCST001159","21779176","restless legs syndrome","Winkelmann J 2011","16.5","European",12137,"Genome-wide association study identifies novel restless legs syndrome susceptibility loci on 2p14 and 16q12.1.","2020-05-09"
"GCST005042","29029846","restless legs syndrome","Schormair B 2017","230.796","European",428534,"Identification of novel risk loci for restless legs syndrome in genome-wide association studies in individuals of European ancestry: a meta-analysis.","2020-05-08"
"GCST001966","23585552","rhegmatogenous retinal detachment","Kirin M 2013","2","European",10704,"Genome-wide association study identifies genetic risk underlying primary rhegmatogenous retinal detachment.","2020-05-09"
"GCST000040","17554300","rheumatoid arthritis","Wellcome Trust Case Control Consortium 2007","132.25","European",4798,"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.","2020-05-09"
"GCST000070","17804836","rheumatoid arthritis","Plenge RM 2007","13","European",6283,"TRAF1-C5 as a risk locus for rheumatoid arthritis--a genomewide study.","2020-05-07"
"GCST000122","17982456","rheumatoid arthritis","Plenge RM 2007",NA,"European",7149,"Two independent alleles at 6q23 associated with risk of rheumatoid arthritis.","2020-05-07"
"GCST000217","18668548","rheumatoid arthritis","Juli� A 2008","7","European",1604,"Genome-wide association study of rheumatoid arthritis in the Spanish population: KLF12 as a risk locus for rheumatoid arthritis susceptibility.","2020-05-07"
"GCST000232","18794853","rheumatoid arthritis","Raychaudhuri S 2008","15","European",25589,"Common variants at CD40 and other loci confer risk of rheumatoid arthritis.","2020-05-09"
"GCST000420","19503088","rheumatoid arthritis","Gregersen PK 2009","7","European|Other",12408,"REL, encoding a member of the NF-kappaB family of transcription factors, is a newly defined risk locus for rheumatoid arthritis.","2020-05-07"
"GCST000677","20453841","rheumatoid arthritis","Kochi Y 2010","18","East Asian",27810,"A regulatory variant in CCR6 is associated with rheumatoid arthritis susceptibility.","2020-05-09"
"GCST000679","20453842","rheumatoid arthritis","Stahl EA 2010","19","European",41282,"Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.","2020-05-09"
"GCST001042","21505073","rheumatoid arthritis","Terao C 2011",NA,"East Asian",11904,"The human AIRE gene at chromosome 21q22 is a genetic determinant for the predisposition to rheumatoid arthritis in Japanese population.","2020-05-07"
"GCST001203","21844665","rheumatoid arthritis","Hu HJ 2011","0.5","East Asian",1989,"Common variants at the promoter region of the APOM confer a risk of rheumatoid arthritis.","2020-05-07"
"GCST001454","22446963","rheumatoid arthritis","Okada Y 2012","12.756","East Asian",47926,"Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.","2020-05-08"
"GCST001681","23028356","rheumatoid arthritis","Myouzen K 2012",NA,"East Asian",43269,"Functional variants in NFKBIE and RTKN2 involved in activation of the NF-<U+03BA>B pathway are associated with rheumatoid arthritis in Japanese.","2020-05-07"
"GCST002300","23918589","rheumatoid arthritis","Negi S 2013","0.25","South Asian",3542,"A genome-wide association study reveals ARL15, a novel non-HLA susceptibility gene for rheumatoid arthritis in North Indians.","2020-05-07"
"GCST002318","24390342","rheumatoid arthritis","Okada Y 2013","218.142","European|East Asian",102638,"Genetics of rheumatoid arthritis contributes to biology and drug discovery.","2020-05-08"
"GCST002433","24782177","rheumatoid arthritis","Jiang L 2014",NA,"East Asian",6580,"Novel risk loci for rheumatoid arthritis in Han Chinese and congruence with risk variants in Europeans.","2020-05-08"
"GCST002434","24782177","rheumatoid arthritis","Jiang L 2014",NA,"East Asian|European",27603,"Novel risk loci for rheumatoid arthritis in Han Chinese and congruence with risk variants in Europeans.","2020-05-08"
"GCST004172","28118524","rheumatoid arthritis","Saxena R 2017","7.1","Greater Middle Eastern (Middle Eastern North African or Persian)",1367,"A Multinational Arab Genome-Wide Association Study Identifies New Genetic Associations for Rheumatoid Arthritis.","2020-05-08"
"GCST005562","25014791","rheumatoid arthritis","Govind N 2014","0.5","Sub-Saharan African",637,"Immunochip identifies novel, and replicates known, genetic risk loci for rheumatoid arthritis in black South Africans.","2020-05-09"
"GCST005567","23143596","rheumatoid arthritis","Eyre S 2012","33.95","European",19167,"High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.","2020-05-08"
"GCST005568","23143596","rheumatoid arthritis","Eyre S 2012","33.95","European",43327,"High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.","2020-05-09"
"GCST005569","23143596","rheumatoid arthritis","Eyre S 2012","33.95","European",47580,"High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.","2020-05-09"
"GCST006048","24532676","rheumatoid arthritis","Kim K 2014","1.1","East Asian|European",55089,"High-density genotyping of immune loci in Koreans and Europeans identifies eight new rheumatoid arthritis risk loci.","2020-05-09"
"GCST009877","30572963","rheumatoid arthritis","M�rquez A 2018","6.35","European",37831,"Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.","2020-05-10"
"GCST006810","30271922","risk-taking behaviour","Clifton EAD 2018","56.25","European",436236,"Genome-wide association study for risk taking propensity indicates shared pathways with body mass index.","2020-05-09"
"GCST005538","26051272","sarcoidosis","Fischer A 2015","4.45","European|African American or Afro-Caribbean",16715,"Identification of Immune-Relevant Factors Conferring Sarcoidosis Genetic Risk.","2020-05-08"
"GCST005541","26651848","sarcoidosis","Rivera NV 2016","3.25","European",1525,"High-Density Genetic Mapping Identifies New Susceptibility Variants in Sarcoidosis Phenotypes and Shows Genomic-driven Phenotypic Differences.","2020-05-08"
"GCST005542","26651848","sarcoidosis","Rivera NV 2016","3.25","European",2537,"High-Density Genetic Mapping Identifies New Susceptibility Variants in Sarcoidosis Phenotypes and Shows Genomic-driven Phenotypic Differences.","2020-05-08"
"GCST005543","26651848","sarcoidosis","Rivera NV 2016","3.25","European|African American or Afro-Caribbean",9914,"High-Density Genetic Mapping Identifies New Susceptibility Variants in Sarcoidosis Phenotypes and Shows Genomic-driven Phenotypic Differences.","2020-05-09"
"GCST002854","25888059","Sasang constitutional medicine type","Cha S 2015","1","East Asian",5490,"The obesity-risk variant of FTO is inversely related with the So-Eum constitutional type: genome-wide association and replication analyses.","2020-05-08"
"GCST008117","31043756","Schizoaffective disorder-bipolar type","Stahl EA 2019","290.596","European",32335,"Genome-wide association study identifies 30 loci associated with bipolar disorder.","2020-05-09"
"GCST000155","18282107","schizophrenia","Shifman S 2008","3","Other|European|East Asian",13754,"Genome-wide association identifies a common variant in the reelin gene that increases the risk of schizophrenia only in women.","2020-05-07"
"GCST000215","18677311","schizophrenia","O'Donovan MC 2008","21","European|East Asian",19979,"Identification of loci associated with schizophrenia by genome-wide association and follow-up.","2020-05-07"
"GCST000433","19571809","schizophrenia","Shi J 2009","48.842","European|African American or Afro-Caribbean",29344,"Common variants on chromosome 6p22.1 are associated with schizophrenia.","2020-05-07"
"GCST000434","19571811","schizophrenia","Purcell SM 2009","161.148","European",27094,"Common polygenic variation contributes to risk of schizophrenia and bipolar disorder.","2020-05-07"
"GCST000435","19571808","schizophrenia","Stefansson H 2009","83.476","European",47536,"Common variants conferring risk of schizophrenia.","2020-05-08"
